HVO ID,Uniprot ID,Description,Protein q-value,Peptides,PSMs,Sequence Coverage,Dataset,Total Datasets,Predicted Processing,Molecular Weight,pI,Hydrophobicity,arCOG,arCOGlet
HVO_2417,D4GWR4,DUF2150 family protein,0.0,3,42,27.692307692307693,PXD011218,12,Cyt,21635,3.55,-0.26,arCOG04411,S
HVO_2418,D4GWR5,probable secreted glycoprotein,0.0,15,124,29.484304932735427,PXD011218,10,Pil; SPIII,94608,3.96,-0.46,arCOG02916;arCOG07781,R
HVO_2419,D4GWR6,(hmgB) hydroxymethylglutaryl-CoA synthase,0.0,14,131,37.07865168539326,PXD011218,12,Cyt,50072,4.53,-0.58,arCOG01767,I
HVO_2421,D4GSH0,cro/C1 family transcription regulator,0.0,5,24,24.25531914893617,PXD011218,10,Cyt,25777,4.71,-0.22,arCOG04060,K
HVO_2424,D4GSM8,conserved hypothetical protein,0.0,1,55,8.290155440414507,PXD011218,7,>=2 TM,18755,4.4,0.79,arCOG06413,S
HVO_2425,D4GSM9,GNAT family acetyltransferase,0.0,5,54,34.25925925925926,PXD011218,10,Cyt,24394,4.36,-0.63,arCOG00842,J
HVO_2427,D4GSN1,(rfcB) replication factor C large subunit,0.0,12,243,30.12295081967213,PXD011218,11,Cyt,53411,4.49,-0.56,arCOG00470,L
HVO_2428,D4GSN2,(adh1) alcohol dehydrogenase,0.0,1,2,2.54957507082153,PXD011218,8,Cyt,36715,4.47,0.01,arCOG01455,R
HVO_2430,D4GSN5,ABC-type transport system ATP-binding protein (probable substrate glutamine/glutamate/polar amino acids),0.0,5,114,28.925619834710744,PXD011218,10,Cyt,26622,4.77,-0.24,arCOG00923,E
HVO_2431,D4GSN8,ABC-type transport system permease protein (probable substrate glutamine/glutamate/polar amino acids),0.0,5,66,27.17391304347826,PXD011218,10,>=2 TM,29612,4.81,0.63,arCOG01798,E
HVO_2432,D4GSP2,ABC-type transport system periplasmic substrate-binding protein (probable substrate glutamine/glutamate/polar amino acids),0.0,6,594,31.986531986531986,PXD011218,12,Tat; lipobox,32344,3.86,-0.46,arCOG01799,E
HVO_2435,D4GSQ0,peptidase M24 family protein,0.0,9,65,38.858695652173914,PXD011218,12,Cyt,39960,4.42,-0.43,arCOG01002,E
HVO_2436,D4GSQ3,(maeB2) malate dehydrogenase (oxaloacetate-decarboxylating),0.0,18,559,28.62849533954727,PXD011218,12,Cyt,81408,4.41,-0.23,arCOG00853;arCOG00855,C
HVO_2448,D4GT19,probable oxidoreductase (aldo-keto reductase family protein),0.0,1,8,3.9755351681957185,PXD011218,12,Cyt,36466,4.78,-0.46,arCOG01617,C
HVO_2452,D4GT33,"(nrdJ) ribonucleoside-diphosphate reductase, adenosylcobalamin-dependent",0.0,41,1360,46.95062923523717,PXD011218,12,Cyt,114305,4.32,-0.51,arCOG03713;arCOG04276,F
HVO_2464,D4GT59,(sucD) succinate--CoA ligase (ADP-forming) alpha subunit,0.0,9,337,51.90311418685121,PXD011218,12,Cyt,29846,4.11,-0.06,arCOG01339,C
HVO_2465,D4GT62,(sucC) succinate--CoA ligase (ADP-forming) beta subunit,0.0,15,277,56.955380577427825,PXD011218,12,Cyt,40979,4.1,-0.13,arCOG01337,C
HVO_2467,D4GT67,(qor3) NADPH:quinone reductase,0.0,6,70,27.725856697819314,PXD011218,11,Cyt,33012,4.29,0.09,arCOG01458,C
HVO_2469,D4GT71,SNF family transport protein,0.0,2,34,2.696629213483146,PXD011218,5,>=2 TM,46377,4.38,1.03,arCOG04466,R
HVO_2471,D4GT75,(pccB2) propionyl-CoA carboxylase carboxyltransferase component,0.0,22,753,49.41860465116279,PXD011218,12,Cyt,56737,4.74,-0.38,arCOG02705,I
HVO_2475,D4GT80,(rps17e) 30S ribosomal protein S17e,0.0,1,3,40.32258064516129,PXD011218,8,Cyt,6970,9.63,-0.71,arCOG01885,J
HVO_2477,D4GT86,(citG) triphosphoribosyl-dephospho-CoA synthase,0.0009751340809361287,1,2,5.244755244755245,PXD011218,6,Cyt,29668,4.28,0.03,arCOG04238,H
HVO_2479,D4GT93,(cofD) 2-phospho-L-lactate transferase,0.0,1,2,3.3333333333333335,PXD011218,8,Cyt,34726,4.08,-0.07,arCOG04395,H
HVO_2481,D4GT99,HD family hydrolase,0.0,5,37,22.307692307692307,PXD011218,10,Cyt,42746,5.71,-0.23,arCOG04430,R
HVO_2482,D4GTA1,HD family hydrolase,0.0,1,4,3.9408866995073892,PXD011218,3,Cyt,44738,4.79,-0.3,arCOG04430,R
HVO_2483,D4GTA3,amidohydrolase domain protein,0.0,12,83,50.445103857566764,PXD011218,11,Cyt,35850,4.55,-0.04,arCOG00692,F
HVO_2485,D4GTB0,(birA) HTH domain protein / biotin--[acetyl-CoA-carboxylase] ligase,0.0,1,16,5.688622754491018,PXD011218,10,Cyt,35657,4.55,-0.31,arCOG01683;arCOG01940,H;K
HVO_2486,D4GTB5,(pccA) propionyl-CoA carboxylase biotin carboxylase component,0.0,27,925,55.09181969949916,PXD011218,12,Cyt,65306,4.41,-0.46,arCOG01591,I
HVO_2487,D4GTB8,(asd) aspartate-semialdehyde dehydrogenase,0.0,3,53,18.023255813953487,PXD011218,9,Cyt,36589,4.26,-0.17,arCOG00494,E
HVO_2492,D4GTP2,conserved hypothetical protein,0.0,2,9,31.914893617021278,PXD011218,5,TM N-term,10598,6.58,-0.34,arCOG13621,S
HVO_2493,D4GTP8,(cbf5) tRNA/rRNA pseudouridine synthase Cbf5,0.0,1,2,3.4602076124567476,PXD011218,7,Cyt,30847,4.86,-0.12,arCOG00987,J
HVO_2494,D4GTQ0,(cmk) cytidylate kinase,0.0,1,2,5.208333333333333,PXD011218,10,Cyt,21586,4.28,-0.51,arCOG01037,F
HVO_2495,D4GTQ2,DUF106 family protein,0.0,11,417,41.31147540983606,PXD011218,12,>=2 TM,33476,4.41,-0.08,arCOG02673,U
HVO_2496,D4GTQ6,(adk1) adenylate kinase,0.0,3,12,21.153846153846153,PXD011218,12,Cyt,23066,4.13,-0.53,arCOG01046,F
HVO_2500,D4GTR6,(cat2) transport protein (probable substrate cationic amino acids),0.0,10,207,20.855614973262032,PXD011218,11,>=2 TM,78602,4.48,0.54,arCOG00009;arCOG00449,E;T
HVO_2501,D4GTR7,alpha/beta hydrolase fold protein,0.0,5,59,24.68354430379747,PXD011218,10,Cyt,35328,5.41,-0.31,arCOG01648,R
HVO_2503,D4GTS2,(kynU) kynureninase,0.0,2,8,7.529411764705882,PXD011218,8,Cyt,46023,4.38,-0.16,arCOG00065,O
HVO_2504,D4GTS3,probable oxidoreductase (short-chain dehydrogenase family),0.0,1,3,5.172413793103448,PXD011218,10,Cyt,24770,4.45,-0.41,arCOG01259,I
HVO_2506,D4GTS6,"(idiA) isopentenyl-diphosphate delta-isomerase, type I",0.0,4,130,31.746031746031747,PXD011218,12,Cyt,21736,4.39,-0.73,arCOG01081,I
HVO_2507,D4GTT8,Lrp/AsnC family transcription regulator,0.0,3,24,25.547445255474454,PXD011218,8,Cyt,15472,4.51,-0.35,arCOG01580,K
HVO_2508,D4GTU0,(carA) carbamoyl-phosphate synthase (glutamine-hydrolyzing) small subunit,0.0,7,71,27.77777777777778,PXD011218,11,Cyt,38550,4.34,-0.32,arCOG00064,E
HVO_2510,D4GTU2,GNAT family acetyltransferase,0.0,1,6,3.6184210526315788,PXD011218,10,Cyt,33740,4.3,-0.46,arCOG00845,K
HVO_2511,D4GTU3,(gatD) glutamyl-tRNA(Gln) amidotransferase subunit D,0.0,8,173,31.80722891566265,PXD011218,12,Cyt,44427,4.27,-0.18,arCOG01924,E
HVO_2513,D4GTU5,conserved hypothetical protein,0.0,2,41,13.93939393939394,PXD011218,7,>=2 TM,16778,5.77,0.57,arCOG06372,S
HVO_2516,D4GTU8,"(gpmI) phosphoglycerate mutase, 2,3-biphosphateglycerate-independent type",0.0,12,69,44.48669201520912,PXD011218,12,Cyt,57200,4.14,-0.46,arCOG03068,G
HVO_2519,D4GTV1,conserved hypothetical protein,0.0,12,325,49.47643979057592,PXD011218,12,Cyt,40706,4.23,-0.41,arCOG04660,S
HVO_2521,D4GTV3,DUF21/CBS domain protein,0.0,3,142,12.034383954154729,PXD011218,8,>=2 TM,38402,4.36,0.15,arCOG00626,R
HVO_2524,D4GTV6,(crtB) phytoene synthase,0.0,2,10,8.259587020648967,PXD011218,7,Cyt,38272,4.7,-0.4,arCOG02936,I
HVO_2526,D4GTV8,(cruF) bisanhydrobacterioruberin hydratase,0.0,1,7,4.436860068259386,PXD011218,4,>=2 TM,32072,6.59,0.62,arCOG02835,S
HVO_2528,D4GTW0,"(crtD) carotenoid 3,4-desaturase",0.0,8,197,23.4,PXD011218,11,Cyt,55839,4.35,-0.31,arCOG01521,Q
HVO_2529,D4GTW1,probable oxidoreductase (short-chain dehydrogenase family),0.0,2,28,13.043478260869565,PXD011218,10,Cyt,23596,4.44,-0.06,arCOG04552,I
HVO_2530,D4GTW3,homolog to phosphoribosylamine--glycine ligase,0.0,5,43,12.954545454545455,PXD011218,10,Cyt,49806,4.59,-0.44,arCOG04415,F
HVO_2533,D4GTW5,conserved hypothetical protein,0.0,10,247,49.404761904761905,PXD011218,9,Sec; SPI,35088,4.19,-0.09,arCOG04478,S
HVO_2536,D4GTW8,TIGR00300 family protein,0.0,7,49,30.528846153846153,PXD011218,9,Cyt,44827,4.36,-0.23,arCOG04422,R
HVO_2537,D4GTW9,conserved hypothetical protein,0.0,3,35,26.993865030674847,PXD011218,10,Sec; SPI,17761,4.31,-0.19,arCOG05011,S
HVO_2538,D4GTX0,alpha/beta hydrolase fold protein,0.0,11,344,54.63258785942492,PXD011218,10,Cyt,33810,5.56,-0.24,arCOG01658,R
HVO_2541,Q977V3,(secY1) protein translocase subunit SecY,0.0,6,280,15.132924335378323,PXD011218,10,>=2 TM,52291,6.85,0.63,arCOG04169,U
HVO_2542,D4GTX4,(rpl15) 50S ribosomal protein L15,0.0,10,363,73.93939393939394,PXD011218,12,Cyt,17818,4.87,-0.95,arCOG00779,J
HVO_2543,D4GTX5,(rpl30) 50S ribosomal protein L30,0.0,6,247,50.64935064935065,PXD011218,11,Cyt,17096,4.57,-0.57,arCOG04086,J
HVO_2544,D4GTX6,(rps5) 30S ribosomal protein S5,0.0,9,487,55.14018691588785,PXD011218,11,Cyt,23270,9.51,-0.54,arCOG04087,J
HVO_2545,P50563,(rpl18) 50S ribosomal protein L18,0.0,5,192,49.45652173913044,PXD011218,12,Cyt,20185,5.53,-0.57,arCOG04088,J
HVO_2546,D4GTX8,(rpl19e) 50S ribosomal protein L19e,0.0,5,117,40.397350993377486,PXD011218,11,Cyt,17318,9.98,-1.19,arCOG04089,J
HVO_2547,D4GTX9,(rpl32e) 50S ribosomal protein L32e,0.0,13,864,57.02127659574468,PXD011218,12,Cyt,25796,4.68,-0.91,arCOG00415;arCOG00781,J;L
HVO_2548,D4GTY0,(rpl6) 50S ribosomal protein L6,0.0,10,719,87.07865168539325,PXD011218,12,Cyt,19599,4.58,-0.53,arCOG04090,J
HVO_2549,D4GTY1,(rps8) 30S ribosomal protein S8,0.0,6,163,57.69230769230769,PXD011218,12,Cyt,14139,4.65,-0.18,arCOG04091,J
HVO_2550,D4GTY2,(rps14) 30S ribosomal protein S14,0.0,1,4,12.068965517241379,PXD011218,9,Cyt,6870,8.84,-1.34,arCOG00782,J
HVO_2551,P50559,(rpl5) 50S ribosomal protein L5,0.0,6,89,30.813953488372093,PXD011218,11,Cyt,19107,4.77,-0.46,arCOG04092,J
HVO_2552,D4GTY4,(rps4e) 30S ribosomal protein S4e,0.0,8,363,47.36842105263158,PXD011218,12,Cyt,26649,4.49,-0.35,arCOG04093,J
HVO_2553,D4GTY5,(rpl24) 50S ribosomal protein L24,0.0,3,62,25.423728813559322,PXD011218,12,Cyt,13377,4.7,-0.88,arCOG04094,J
HVO_2554,D4GTY6,(rpl14) 50S ribosomal protein L14,0.0,11,898,66.66666666666667,PXD011218,12,Cyt,14226,9.77,-0.31,arCOG04095,J
HVO_2555,D4GTY7,(rps17) 30S ribosomal protein S17,0.0,5,320,76.3157894736842,PXD011218,12,Cyt,12656,4.77,-0.33,arCOG04096,J
HVO_2556,D4GTY8,(rnp1) ribonuclease P protein component 1,0.0,1,2,6.993006993006993,PXD011218,5,Cyt,15078,4.96,-0.35,arCOG00784,J
HVO_2557,D4GTY9,(rpl29) 50S ribosomal protein L29,0.0,2,13,41.42857142857143,PXD011218,9,Cyt,7666,4.43,-0.61,arCOG00785,J
HVO_2558,D4GTZ0,(rps3) 30S ribosomal protein S3,0.0,9,310,39.14473684210526,PXD011218,12,Cyt,33424,3.95,-0.64,arCOG04097,J
HVO_2559,D4GTZ1,(rpl22) 50S ribosomal protein L22,0.0,6,182,48.36601307189542,PXD011218,12,Cyt,16941,5.58,-0.66,arCOG04098,J
HVO_2560,D4GTZ2,(rps19) 30S ribosomal protein S19,0.0,6,376,55.714285714285715,PXD011218,12,Cyt,15965,5.26,-0.64,arCOG04099,J
HVO_2561,D4GTZ3,(rpl2) 50S ribosomal protein L2,0.0,14,1153,39.41908713692946,PXD011218,11,Cyt,25641,10.38,-0.65,arCOG04067,J
HVO_2562,D4GTZ4,(rpl23) 50S ribosomal protein L23,0.0,7,254,73.49397590361446,PXD011218,12,Cyt,9425,5.28,-0.51,arCOG04072,J
HVO_2563,D4GTZ5,(rpl4) 50S ribosomal protein L4,0.0,11,697,69.35483870967742,PXD011218,11,Cyt,26999,5.83,-0.66,arCOG04071,J
HVO_2564,D4GTZ6,(rpl3) 50S ribosomal protein L3,0.0,15,1264,63.905325443786985,PXD011218,12,Cyt,37156,6.22,-0.72,arCOG04070,J
HVO_2565,D4GTZ7,DUF171 family protein,0.0,6,46,32.5,PXD011218,6,Cyt,30325,4.64,-0.18,arCOG04069,R
HVO_2571,D4GU01,UPF0761 family protein,0.0,2,11,8.238636363636363,PXD011218,4,>=2 TM,37872,4.53,0.54,arCOG04965,L
HVO_2573,D4GU03,(mch) probable methenyltetrahydrofolate cyclohydrolase,0.0,1,5,3.225806451612903,PXD011218,12,Cyt,32720,3.74,0.03,arCOG02675,H
HVO_2576,D4GU06,DnaJ N-terminal domain protein,0.0,1,14,7.653061224489796,PXD011218,5,>=2 TM,21948,10.83,-0.81,arCOG02848,O
HVO_2577,D4GU07,(pyrF) orotidine-5'-phosphate decarboxylase,0.0,1,2,8.679245283018869,PXD011218,9,Cyt,28916,4.51,-0.38,arCOG00081,F
HVO_2578,D4GU08,major facilitator superfamily transport protein,0.0,1,2,4.271356783919598,PXD011218,1,>=2 TM,41619,8.83,0.67,arCOG00132,G
HVO_2583,Q59468,(hmgA) hydroxymethylglutaryl-CoA reductase (NADPH),0.0,4,73,12.903225806451612,PXD011218,12,Cyt,41060,4.6,0.1,arCOG04260,I
HVO_2588,D4GU92,(icd) isocitrate dehydrogenase (NADP),0.0,18,417,50.83532219570406,PXD011218,12,Cyt,45782,4.46,-0.4,arCOG01164,C
HVO_2589,D4GU97,(ansA) asparaginase family protein,0.0,1,6,8.771929824561404,PXD011218,11,Cyt,34584,4.36,-0.29,arCOG04779,E
HVO_2590,D4GU98,probable oxidoreductase (short-chain dehydrogenase family),0.0,7,35,36.655948553054664,PXD011218,9,Cyt,33573,4.75,-0.22,arCOG01264,I
HVO_2598,D4GUB5,(ppk2) polyphosphate kinase,0.0,4,13,7.095046854082999,PXD011218,8,Cyt,83626,4.99,-0.45,arCOG04535,P
HVO_2600,D4GUB9,(map) methionine aminopeptidase,0.0,6,48,22.2972972972973,PXD011218,12,Cyt,32256,4.28,-0.37,arCOG01001,J
HVO_2602,D4GUC2,transport protein (probable substrate zinc/cadmium/cobalt),0.0,2,61,9.967845659163988,PXD011218,4,>=2 TM,33344,4.56,0.26,arCOG01474,P
HVO_2603,D4GUC5,(sec11a) signal peptidase I,0.0,1,18,7.653061224489796,PXD011218,6,Pil; SPIII,20999,4.46,-0.18,arCOG01739,U
HVO_2605,D4GUC8,MiaB-like tRNA modifying enzyme,0.0,8,28,21.91142191142191,PXD011218,9,Cyt,47421,4.92,-0.47,arCOG01358,J
HVO_2606,D4GUC9,PQQ repeat protein,0.0,18,315,53.089244851258584,PXD011218,10,Cyt,46890,4.63,-0.35,arCOG02482,M
HVO_2607,D4GUD2,PQQ repeat protein,0.0,9,112,30.049261083743843,PXD011218,10,Tat; lipobox,42296,4.68,-0.32,arCOG02482,M
HVO_2610,D4GUD9,(deoC) deoxyribose-phosphate aldolase,0.0,2,13,17.452830188679247,PXD011218,10,Cyt,21948,4.16,0.11,arCOG04320,F
HVO_2614,D4GUE6,(udp2) uridine phosphorylase,0.0,5,91,33.05785123966942,PXD011218,11,Cyt,25752,4.17,-0.15,arCOG01324,F
HVO_2615,D4GUE7,HPP domain protein,0.0,1,2,1.6877637130801688,PXD011218,5,>=2 TM,50696,5.01,0.21,arCOG04780,T
HVO_2616,D4GUE9,(pchA2) ion channel pore / TrkA domain protein,0.0,4,41,18.114143920595534,PXD011218,8,>=2 TM,42669,4.7,0.22,arCOG01958,P
HVO_2617,D4GUF1,TrkA-C domain protein,0.0,9,127,26.054590570719604,PXD011218,10,>=2 TM,42000,4.81,0.18,arCOG07570,P
HVO_2618,D4GUF4,TrkA-C domain protein,0.0,7,78,20.55888223552894,PXD011218,9,>=2 TM,50585,4.26,0.09,arCOG07570,P
HVO_2620,D4GUF8,(petA) cytochrome bc1 complex Rieske iron-sulfur protein,0.0,6,487,40.92526690391459,PXD011218,12,Tat; SPI,30225,4.2,-0.49,arCOG04595,C
HVO_2621,D4GUG0,(ppc) phosphoenolpyruvate carboxylase,0.0,23,577,39.68784838350056,PXD011218,11,Cyt,102336,4.55,-0.58,arCOG06225,C
HVO_2622,D4GUG2,probable oxidoreductase (aldo-keto reductase family protein),0.0,2,11,9.398496240601503,PXD011218,12,Cyt,29737,4.14,-0.36,arCOG01619,R
HVO_2624,D4GUG6,(pyrG) CTP synthase,0.0,13,159,36.79417122040073,PXD011218,12,Cyt,60791,4.58,-0.39,arCOG00063,F
HVO_2625,D4GUG8,(guaAb) GMP synthase (glutamine-hydrolyzing) subunit B,0.0,12,146,50.81967213114754,PXD011218,12,Cyt,33827,4.68,-0.35,arCOG00085,F
HVO_2628,D4GUI0,GHMP family kinase (homolog to beta-ribofuranosylaminobenzene 5'-phosphate synthase),0.0,1,2,3.75,PXD011218,6,Cyt,33506,5.23,-0.18,arCOG01026,R
HVO_2629,D4GUI2,conserved hypothetical protein,0.0,1,42,9.352517985611511,PXD011218,9,Cyt,30266,4.57,-0.12,arCOG01172,T
HVO_2630,D4GUI4,conserved hypothetical protein,0.0,7,74,30.4635761589404,PXD011218,8,Cyt,32898,4.34,-0.73,arCOG04566,S
HVO_2634,D4GUJ2,conserved hypothetical protein,0.0,3,62,13.296398891966758,PXD011218,9,Sec; SPI,37999,4.45,0.26,arCOG09251,S
HVO_2635,D4GUJ4,alpha/beta hydrolase fold protein,0.0,1,2,5.045871559633028,PXD011218,6,Cyt,23084,4.32,-0.1,arCOG01652,R
HVO_2636,D4GUW2,(pspA) PspA domain protein,0.0,13,584,56.88405797101449,PXD011218,12,Cyt,30886,4.52,-1.01,arCOG04782,K
HVO_2637,D4GUW4,conserved hypothetical protein,0.0,4,37,14.754098360655737,PXD011218,7,>=2 TM,39057,4.65,0.09,arCOG08131,S
HVO_2638,D4GUW6,homolog to dipeptide epimerase,0.0,4,25,14.202898550724637,PXD011218,10,Cyt,36913,4.52,-0.09,arCOG01168,M
HVO_2639,D4GUW8,DUF1611 family protein,0.0,4,15,15.835777126099707,PXD011218,11,Cyt,36314,4.24,-0.02,arCOG02828,R
HVO_2640,D4GUX0,conserved hypothetical protein,0.0,1,8,4.207119741100324,PXD011218,6,Cyt,33893,4.41,-0.57,arCOG01743,J
HVO_2643,D4GUX6,(qor1) NADPH:quinone reductase,0.0,9,98,37.57225433526011,PXD011218,12,Cyt,37232,4.44,-0.17,arCOG01458,C
HVO_2646,D4GUY2,(ilvD) dihydroxy-acid dehydratase,0.0,10,66,27.73972602739726,PXD011218,11,Cyt,61824,4.29,-0.27,arCOG04045,E
HVO_2648,D4GV02,(serA2) probable D-2-hydroxyacid dehydrogenase,0.0,8,69,37.61755485893417,PXD011218,11,Cyt,34241,4.47,-0.12,arCOG01757,H
HVO_2650,D4GV06,FAD-dependent oxidoreductase (homolog to geranylgeranyl reductase),0.0,12,113,34.05639913232104,PXD011218,12,Cyt,50659,4.56,-0.43,arCOG00570,C
HVO_2651,D4GV08,conserved hypothetical protein,0.0,4,20,34.01360544217687,PXD011218,3,Tat; lipobox,15682,5.2,-0.06,arCOG09132,S
HVO_2653,D4GV11,conserved hypothetical protein,0.0023923444976076554,1,2,15.189873417721518,PXD011218,1,>=2 TM,15870,11.26,0.45,nd,nd
HVO_2654,D4GV13,(narC2) homolog to respiratory nitrate reductase b-type cytochrome subunit,0.0,3,62,9.70464135021097,PXD011218,6,>=2 TM,51553,5.36,0.42,arCOG01721,C
HVO_2655,D4GV15,(narB2) Rieske-type (2Fe-2S) iron-sulfur protein,0.0,2,14,16.129032258064516,PXD011218,7,TM N-term,22635,4.28,-0.41,arCOG01720,C
HVO_2656,D4GV16,conserved hypothetical protein,0.0,1,16,5.527638190954774,PXD011218,3,Sec; SPI,20760,4.87,0.67,arCOG08123,S
HVO_2661,D4GV29,pyridoxal phosphate-dependent aminotransferase,0.0,6,28,18.10810810810811,PXD011218,11,Cyt,41851,4.36,-0.55,arCOG00082,E;F
HVO_2662,D4GV31,glyoxalase domain protein,0.0,3,25,12.462006079027356,PXD011218,12,Cyt,36541,4.36,-0.52,arCOG03101,E
HVO_2663,D4GV33,probable oxidoreductase (aldo-keto reductase family protein),0.0,4,21,22.108843537414966,PXD011218,12,Cyt,32486,4.59,-0.52,arCOG06306,C
HVO_2665,D4GV36,HpcH/HpaI aldolase family protein,0.0,2,15,6.7924528301886795,PXD011218,11,Cyt,28305,4.39,-0.06,arCOG04974,G
HVO_2670,D4GV46,FAD-dependent oxidoreductase (GlcD/DLD_GlcF/GlpC domain fusion protein),0.0,17,204,20.888468809073725,PXD011218,9,Cyt,113842,4.52,-0.36,arCOG00336;arCOG00337;arCOG00340,C
HVO_2671,D4GV47,pyridoxal phosphate-dependent aminotransferase,0.0,4,55,13.164556962025317,PXD011218,11,Cyt,42386,4.39,-0.19,arCOG00082,E;F
HVO_2675,D4GV52,(hisD) histidinol dehydrogenase,0.0,6,62,27.80373831775701,PXD011218,12,Cyt,45407,4.39,-0.19,arCOG04352,E
HVO_2679,D4GVN1,conserved hypothetical protein,0.0,3,26,22.267206477732792,PXD011218,6,>=2 TM,26238,4.95,0.62,arCOG04663,S
HVO_2682,D4GVN8,dodecin,0.0,2,12,38.57142857142857,PXD011218,10,Cyt,7709,4.28,-0.15,arCOG04561,R
HVO_2683,D4GVN9,5'-nucleotidase family hydrolase,0.0,3,11,7.189542483660131,PXD011218,5,Cyt,48514,4.45,-0.18,arCOG02832,F
HVO_2684,D4GVP1,UspA domain protein,0.0,3,20,23.703703703703702,PXD011218,8,Cyt,15627,7.93,-0.27,arCOG06441,T
HVO_2685,D4GVP5,(mscS3) mechanosensitive channel protein MscS,0.0,4,21,8.900523560209423,PXD011218,6,>=2 TM,40449,4.63,0.17,arCOG01568,M
HVO_2688,D4GVQ2,(trmB) TrmB family transcription regulator TrmB,0.0,7,153,27.478753541076486,PXD011218,12,Cyt,39250,4.47,-0.18,arCOG02038,K
HVO_2689,D4GVQ4,conserved hypothetical protein,0.0,1,9,5.681818181818182,PXD011218,5,TM N-term,27568,4.1,0.27,arCOG08971,S
HVO_2690,D4GVQ6,GFO family oxidoreductase,0.0,11,339,42.89617486338798,PXD011218,11,Cyt,40003,4.48,-0.37,arCOG01622,R
HVO_2692,D4GVR2,(tsgD3) ABC-type transport system ATP-binding protein (probable substrate sugar),0.0,4,204,22.27848101265823,PXD011218,11,Cyt,43325,4.22,-0.22,arCOG00177,E
HVO_2693,D4GVR3,(tsgC3) ABC-type transport system permease protein (probable substrate sugar),0.0,3,87,18.181818181818183,PXD011218,9,>=2 TM,34748,6.75,0.72,arCOG00159,G
HVO_2694,D4GVR5,(tsgB3) ABC-type transport system permease protein (probable substrate sugar),0.0,2,48,9.3841642228739,PXD011218,6,>=2 TM,37197,4.9,0.74,arCOG00157,G
HVO_2695,D4GVR7,(tsgA3) ABC-type transport system periplasmic substrate-binding protein (probable substrate sugar),0.0,16,2511,58.59375,PXD011218,12,Tat; lipobox,55388,4.25,-0.46,arCOG00151,G
HVO_2700,D4GVS7,(cdc48b) AAA-type ATPase (CDC48 subfamily),0.0,27,408,44.827586206896555,PXD011218,12,Cyt,82766,4.63,-0.43,arCOG01308,O
HVO_2702,D4GVT1,alpha/beta hydrolase fold protein,0.0,2,5,13.076923076923077,PXD011218,10,Cyt,27959,4.34,-0.14,arCOG01648,R
HVO_2703,D4GW03,(panB2) 3-methyl-2-oxobutanoate hydroxymethyltransferase,0.0,3,27,17.100371747211895,PXD011218,11,Cyt,28293,4.31,-0.01,arCOG00584,H
HVO_2704,D4GW04,DUF1628 domain protein,0.0,1,69,5.9523809523809526,PXD011218,10,Pil; SPIII,17812,4.26,0.01,arCOG02416,N
HVO_2706,D4GW08,eIF-2B domain protein,0.0,1,25,8.865248226950355,PXD011218,12,Cyt,30735,4.32,-0.11,arCOG01124,J
HVO_2707,D4GW10,GFO family oxidoreductase,0.0,6,130,21.50537634408602,PXD011218,11,Cyt,41007,4.4,-0.36,arCOG01622,R
HVO_2708,D4GW14,YfiH family protein,0.0,6,151,34.47204968944099,PXD011218,11,Cyt,35384,4.19,-0.32,arCOG01895,G
HVO_2709,D4GW16,GNAT family acetyltransferase,0.0,2,11,13.291139240506329,PXD011218,7,Cyt,18378,6.19,-0.58,arCOG00848,R
HVO_2711,D4GW21,DoxX domain protein,0.0,1,5,2.1621621621621623,PXD011218,7,Sec; SPI,38068,6.52,0.72,arCOG04564,S
HVO_2712,D4GW23,(rtcB) tRNA-splicing ligase RtcB,0.0,10,81,27.983539094650205,PXD011218,11,Cyt,53400,4.78,-0.42,arCOG04246,J
HVO_2716,D4GW32,(acd5) acyl-CoA dehydrogenase,0.0,11,274,45.40682414698163,PXD011218,12,Cyt,41346,4.57,-0.33,arCOG01707,I
HVO_2717,D4GW34,(alaS2) alanine--tRNA ligase,0.0,6,27,20.603015075376884,PXD011218,8,Cyt,41552,4.27,-0.14,arCOG01255,J
HVO_2721,D4GW43,(purF) amidophosphoribosyltransferase,0.0,4,26,10.547667342799189,PXD011218,11,Cyt,53389,4.64,-0.29,arCOG00093,F
HVO_2722,D4GW44,(rpl37e) 50S ribosomal protein L37e,0.0,1,4,15.517241379310345,PXD011218,9,Cyt,6420,10.27,-1.35,arCOG04126,J
HVO_2723,D4GW47,(lsm) RNA-binding protein Lsm,0.0,1,13,27.63157894736842,PXD011218,9,Cyt,8252,3.9,-0.03,arCOG00998,K
HVO_2724,D4GW49,(rnj) ribonuclease J,0.0,23,1032,67.77777777777777,PXD011218,12,Cyt,50083,5.26,-0.39,arCOG00546,J
HVO_2725,D4GW51,(idsA1) bifunctional short chain isoprenyl diphosphate synthase,0.0,11,139,39.6551724137931,PXD011218,12,Cyt,38181,4.16,-0.22,arCOG01726,H
HVO_2726,D4GW53,(gltS) glutamate--tRNA(Glu/Gln) ligase,0.0,15,104,43.58974358974359,PXD011218,12,Cyt,65246,4.39,-0.59,arCOG04302,J
HVO_2732,D4GW64,FixC family protein,0.0,4,15,12.635379061371841,PXD011218,4,Cyt,59783,4.71,-0.24,arCOG00570;arCOG01984,C
